epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,390.227,1.38378,1.23197,1.54038,0.88667,0.9031,0.91598,0.55645,1.3826,1.17547,1.56384,0.000515,0.000515,0.000515
77,394.605,1.35132,1.23831,1.51656,0.98495,0.84615,0.92806,0.62215,1.2629,0.99569,1.44496,0.0004952,0.0004952,0.0004952
78,399.474,1.43733,1.28332,1.56257,0.84586,0.84615,0.89918,0.54135,1.38219,1.02309,1.58105,0.0004754,0.0004754,0.0004754
79,404.301,1.41769,1.18443,1.5972,0.86003,0.88462,0.91833,0.57681,1.34204,1.00826,1.59236,0.0004556,0.0004556,0.0004556
80,409.256,1.3217,1.20237,1.48703,1,0.91358,0.94531,0.65055,1.18922,1.00252,1.49167,0.0004358,0.0004358,0.0004358
81,414.056,1.33802,1.22553,1.49905,0.92749,0.84615,0.8834,0.52492,1.37324,1.29107,1.59822,0.000416,0.000416,0.000416
82,418.911,1.34585,1.2505,1.52003,0.90517,0.76923,0.85721,0.51772,1.40592,1.27291,1.61103,0.0003962,0.0003962,0.0003962
83,423.634,1.33216,1.1593,1.52423,0.96896,0.84615,0.93671,0.62607,1.20174,0.93622,1.46364,0.0003764,0.0003764,0.0003764
84,428.134,1.26112,1.21151,1.46219,0.92167,0.90546,0.92637,0.58849,1.23254,0.99284,1.4905,0.0003566,0.0003566,0.0003566
85,433.086,1.23462,1.12389,1.41389,0.95646,0.84489,0.9185,0.55856,1.37788,1.05475,1.57696,0.0003368,0.0003368,0.0003368
86,437.515,1.32773,1.26801,1.5156,0.95973,0.91676,0.93898,0.59518,1.29865,0.96225,1.51402,0.000317,0.000317,0.000317
87,441.843,1.29574,1.17612,1.44237,0.9276,0.84615,0.93057,0.58708,1.16617,0.88887,1.39051,0.0002972,0.0002972,0.0002972
88,446.8,1.29668,1.2174,1.48926,0.9479,0.84615,0.91553,0.60825,1.20613,0.98864,1.44119,0.0002774,0.0002774,0.0002774
89,451.187,1.15422,1.06583,1.40519,0.95812,0.88009,0.92619,0.61952,1.21765,0.99202,1.45745,0.0002576,0.0002576,0.0002576
90,455.425,1.11297,1.00689,1.36584,0.98602,0.80769,0.90642,0.59261,1.23361,1.11773,1.47042,0.0002378,0.0002378,0.0002378
91,464.973,1.17079,0.99044,1.41563,1,0.75235,0.87033,0.57752,1.22232,1.35863,1.45393,0.000218,0.000218,0.000218
92,470.189,1.15203,0.98492,1.4237,0.98887,0.76923,0.86157,0.57818,1.2152,1.42112,1.43139,0.0001982,0.0001982,0.0001982
93,476.046,1.12249,0.95233,1.31137,0.9871,0.73077,0.86772,0.58974,1.19101,1.28612,1.41491,0.0001784,0.0001784,0.0001784
94,480.701,1.11885,0.8998,1.33794,1,0.84376,0.89095,0.60827,1.17987,1.07779,1.39511,0.0001586,0.0001586,0.0001586
95,486.018,1.09986,0.9601,1.33169,0.99427,0.84615,0.91362,0.60628,1.15222,0.9671,1.3762,0.0001388,0.0001388,0.0001388
96,491.442,1.14489,0.91597,1.39903,1,0.88049,0.92152,0.61139,1.16408,0.9312,1.39436,0.000119,0.000119,0.000119
97,495.801,1.07731,0.82222,1.30807,0.99367,0.88462,0.92729,0.6067,1.16013,0.92093,1.38767,9.92e-05,9.92e-05,9.92e-05
98,500.292,0.94034,0.81839,1.25163,0.99348,0.88462,0.93253,0.61108,1.16373,0.91449,1.397,7.94e-05,7.94e-05,7.94e-05
99,505.525,1.00896,0.80455,1.27924,0.99644,0.88462,0.92988,0.62262,1.12945,0.8941,1.38296,5.96e-05,5.96e-05,5.96e-05
100,509.533,1.03407,0.82116,1.36987,0.9979,0.88462,0.93347,0.63912,1.08004,0.87556,1.35413,3.98e-05,3.98e-05,3.98e-05
